Hotel / Nombre,Ciudad,Teléfono,Website,Score,Rating GBP,Reviews,Pitch / Dolor,Motor Reservas,discovery_questions,draft_email,draft_whatsapp,evidence_links,scan_automations_to_sell,scan_completed_at,scan_quickwins_30d,scan_quickwins_48h,scan_quickwins_7d,scan_requested,scan_requested_at,scan_score,scan_status,scan_summary,scan_top_issues
"Holiday Villa ""Vista""",Mont-roig del Camp,977 17 07 61,https://booking.arendacostadorada.com/,"24,5",5,13,"¡Hola! Tenéis una nota de 5 estrellas en Google, ¡felicidades! He visto que vuestra web de reservas está caída y seguramente estáis perdiendo clientes que intentan reservar directamente. ¿Os puedo enviar un pantallazo rápido de cómo podría funcionar para que no perdáis ni una reserva más? Sin compromiso.",,,,,,,,,,,No,,,,,
Refugi Prat d'Aguiló,Desconocida,639 71 40 87,https://www.feec.cat/fem-muntanya/refugis/refugi/refugi-prat-daguilo-cesar-august-torras/,"24,5","4,4",453,"¡Hola! Vimos la nota tan buena de 4.4 que tenéis en Google en el Refugi Prat d'Aguiló. Imaginamos que muchos os encuentran a través de la web de la federación. Hemos pensado en una forma muy sencilla para que podáis recibir reservas directas y gestionarlo todo más fácil. ¿Os parece si os envío un pantallazo de cómo se vería, sin ningún compromiso?",,,,,,,,,,,No,,,,,
Cal Gabriel,Tuixent,973 37 01 42,https://calgabriel.es,"24,5","4,5",254,"¡Hola! Enhorabuena por la puntuación de 4.5 en Google, es genial. He visto que el sistema para reservar en vuestra web es como una tienda y puede estar frenando a clientes. ¿Os parece si os envío un pantallazo de cómo un proceso más directo podría aumentar vuestras reservas? Sin compromiso.",,,,,,,,,,,No,,,,,
L' Algadir del Delta,Desconocida,977 74 45 59,https://www.hotelalgadirdelta.com/,"24,5","4,5",972,"¡Hola! Enhorabuena por la Estrella Verde Michelin, es un reconocimiento brutal a vuestro trabajo. Vemos que usáis varios sistemas para las reservas de hotel y restaurante. Imaginad poder centralizar todo y reducir las comisiones que pagáis a terceros. ¿Os puedo pasar un pantallazo de cómo funcionaría, sin compromiso?",,,,,,,,,,,No,,,,,
Hotel Port-Ainé 2000,Desconocida,973 62 76 27,https://www.portaine.cat/hivern/reserves/hotel-port-aine-2000/,"24,5","4,3",763,"¡Hola! Enhorabuena por esa nota de 4.3 en Google. He visto vuestra web y me fijé que no se puede reservar directamente, dependiendo de intermediarios. ¿Os gustaría ver cómo podríais capturar esas reservas sin comisiones? Si queréis, os envío un pantallazo rápido sin compromiso.",,,,,,,,,,,No,,,,,
Delta Hotel,Deltebre,717 71 57 75,https://deltahotel.net,"24,5","4,5",2282,"¡Hola! Vimos vuestro hotel en el Delta, ¡qué notaza tenéis en Google! Nos llamó la atención que no se puede reservar directamente en la web, forzando a la gente a llamar o irse a Booking. ¿Os puedo pasar un pantallazo de cómo se vería un calendario de reservas en vuestra propia web, sin compromiso alguno?",,,,,,,,,,,No,,,,,
Hostal Casa Prades,Desconocida,973 69 02 13,http://www.casaprades.com/,"24,5",5,1,"¡Hola! He visto la increíble nota de 5.0 que tenéis en Google, ¡enhorabuena! Vuestra reputación es excelente, pero creo que la web no le hace justicia y os puede estar haciendo perder reservas directas. Sé cómo solucionarlo. ¿Os puedo mandar un pantallazo de cómo podría quedar para que no se os escape ni un cliente? Sin compromiso.",,,,,,,,,,,No,,,,,
Masia del Codina,Tàrrega,629 77 08 76,https://www.latorredelcodina.com/,"24,5","4,8",92,"¡Hola! He visto la Masia del Codina y la nota de 4.8 en Google es espectacular. Veo que no tenéis reservas directas en la web, y muchos clientes (sobre todo empresas) se pierden si no ven la disponibilidad al momento. Tenemos una forma muy visual de solucionarlo. ¿Os puedo pasar un pantallazo de cómo quedaría, sin compromiso?",,,,,,,,,,,No,,,,,
CRISTALL BEACH VILLA - VIVA LA VIDA !,Mont-roig del Camp,619 29 05 46,https://www.cristallbeachvilla.com/,"24,5",5,2,"¡Hola! Vimos vuestra villa y ese 5/5 en Google, ¡enhorabuena! Con esa reputación, es una pena que cada reserva que no os llega directa os cueste una comisión. Hemos visto una forma muy sencilla de que vuestra propia web os traiga reservas sin intermediarios. ¿Os puedo enviar un pantallazo rápido para que veáis a lo que me refiero? Sin compromiso.",,,,,,,,,,,No,,,,,
Riberies,Llavorsí,973 62 20 51,https://riberies.cat/,"24,5","4,4",938,"¡Hola! Me encanta vuestro hotel Riberies, ¡tenéis una nota genial en Google! He visto que la sección de 'Eventos' en vuestra web está por determinar y creo que ahí tenéis una oportunidad de oro para captar más reservas directas y no depender tanto de portales. ¿Os puedo pasar un pantallazo rápido con la idea sin ningún compromiso?",,,,,,,,,,,No,,,,,
Cal Rei - Turisme Rural,Lles de Cerdanya,659 06 39 15,http://www.calrei.cat,"24,5","4,7",207,"¡Hola! Enhorabuena por esa notaza de 4.7 en Google. Viendo vuestra web, me di cuenta de que no se puede reservar directamente, y seguro que por ahí se escapan clientes que no quieren llamar. Con un pequeño ajuste, podríais automatizarlo todo desde la propia web y sin comisiones. ¿Os puedo pasar un pantallazo de cómo quedaría, sin compromiso?",,,,,,,,,,,No,,,,,
Refugi Sant Andreu de Farena,Desconocida,660 66 07 21,https://sites.google.com/site/refugiosantandreudefarena/,"24,5",5,4,"¡Hola! Vi que tenéis una nota de 5 estrellas en Google, ¡enhorabuena! Vuestra web actual en Google Sites no os hace justicia y seguramente os hace perder reservas. Tenemos una solución muy sencilla para que podáis recibir reservas directas 24/7. ¿Os puedo pasar un pantallazo rápido de cómo podría verse, sin ningún compromiso?",,,,,,,,,,,No,,,,,
Refugi de Font Ferrera,Desconocida,646 66 98 14,https://www.feec.cat/refugi/refugi-font-ferrera/,"24,5","4,5",119,"¡Hola! Vi la nota genial de 4.5 que tenéis en Google con el Refugi Font Ferrera. Imagino que con esa fama os entrarán muchas llamadas, pero seguro que algunas reservas se pierden por no tener un sistema online directo en la web. ¿Os gustaría ver un pantallazo de cómo podríais automatizarlo y asegurar más plazas sin compromiso? Un saludo.",,,,,,,,,,,No,,,,,
Mas Illa de Riu,Desconocida,637 53 56 56,https://www.masilladeriu.com/,"24,5","4,4",71,"¡Hola! Vi que tenéis una nota genial de 4.4 en Google, ¡enhorabuena! Me di cuenta de que en la web no se puede reservar al momento, y seguro que por ahí se escapan clientes que no quieren esperar un email. ¿Os puedo pasar un pantallazo de cómo podríais automatizarlo y recibir reservas 24/7 sin compromiso?",,,,,,,,,,,No,,,,,
Refugi de la Morera de Montsant,Desconocida,640 34 14 14,https://www.feec.cat/fem-muntanya/refugis/refugi/refugi-de-la-morera-de-montsant/,"24,5","4,9",30,¡Hola! Enhorabuena por la notaza de 4.9 en Google para el Refugi de la Morera. Vimos que toda la gestión de reservas depende de la web de la federación. Muchos refugios como el vuestro mejoran sus ingresos al tener un sistema propio más directo. ¿Os parece si os envío un ejemplo rápido sin compromiso para que veáis cómo podríais captar reservas directamente?,,,,,,,,,,,No,,,,,
MIM,Desconocida,662 14 00 75,https://www.mimhotels.com/en/baqueira/hotel-mim-baqueira,24,"4,8",6,"¡Hola! Enhorabuena por ese 4.8 en Google, es una pasada. Vemos que muchos clientes os buscan directamente, pero parece que la reserva final se escapa a través de portales, con la comisión que eso supone. ¿Os parece si os envío un pantallazo de cómo podríais convertir esas visitas directas en reservas 100% vuestras, sin compromiso?",,,,,,,,,,,No,,,,,
Cal Perelló,Capafonts,654 03 05 05,,24,"4,3",8,"¡Hola! He visto la nota genial de 4.3 que tenéis en Google, ¡felicidades! Con esa reputación, es una lástima que parte del beneficio se vaya en comisiones a terceros. Hay una forma muy sencilla de convertir esas buenas opiniones en reservas directas. ¿Os puedo enviar un pantallazo rápido sin compromiso para que veáis cómo?",,,,,,,,,,,No,,,,,
Casa de pagès Cal Llarg,Desconocida,977 86 80 08,,"23,5","4,8",12,"¡Hola! Enhorabuena por la puntuación tan buena que tenéis en Google (¡un 4.8!). Con esa reputación, seguro que os gustaría convertir más visitas en reservas directas sin pagar comisiones a terceros. ¿Os puedo pasar un pantallazo rápido de cómo podríais conseguirlo directamente desde vuestra web? Sin compromiso.",,,,,,,,,,,No,,,,,
Cal Petit,Oliana,973 47 04 49,https://www.hotelcalpetit.es,"19,5","4,5",1340,"¡Hola, equipo de Cal Petit! Felicidades por esa notaza de 4.5 en Google. He visto vuestra web y detecté una cosita muy fácil de mejorar para que no se os escape ninguna reserva directa del restaurante. Os ayudaría a llenar más mesas. ¿Os puedo enviar un pantallazo rápido para que lo veáis? Sin compromiso.",SiteMinder,,,,,,,,,,No,,,,,
Mar d'espills,Desconocida,680 54 21 49,https://hotelmardespills.com/,"19,5","4,8",304,"¡Hola! Enhorabuena por la notaza de 4.8 en Google, ¡sois un referente en el Delta! Vemos que apostáis por la reserva directa en vuestra web y tenemos una idea muy visual para que esas visitas se conviertan en más reservas, reduciendo las comisiones de intermediarios. ¿Os puedo pasar un pantallazo rápido sin compromiso para que veáis a qué me refiero?",SiteMinder,,,,,,,,,,No,,,,,
Hotel deth Pais,Desconocida,973 64 58 36,https://www.hoteldethpais.com,"19,5","4,4",179,"¡Hola! He visto vuestro hotel y la notaza que tenéis en Google, ¡enhorabuena! Vuestra web transmite muy bien el encanto del hotel, pero vemos una forma muy clara de que el botón de 'Reserva Directa' os traiga más clientes sin comisiones. ¿Os puedo pasar un pantallazo rápido con la idea, sin ningún compromiso? Un saludo.",SiteMinder,,,,,,,,,,No,,,,,
Mas de l'illa,Desconocida,695 47 64 84,https://www.masdelilla.com/,"19,5","4,9",177,"¡Hola! He visto la notaza que tenéis en Google, ¡enhorabuena por ese 4.9! Con esas valoraciones, vuestra web tiene un potencial increíble para captar muchas más reservas directas y así reducir la dependencia de comisiones. ¿Os puedo enviar un pantallazo rápido con una idea para conseguirlo? Sin compromiso.",SiteMinder,,,,,,,,,,No,,,,,
Llacs de Cardós,Tavascan,675 80 10 17,https://hotelllacsdecardos.com/,"18,5","4,4",454,"¡Hola! Os escribo porque he visto la notaza de 4.4 que tenéis en Google, ¡enhorabuena! Creo que vuestra web no le hace justicia a esa calidad y por eso se os pueden estar escapando reservas directas. Con un par de cambios clave se podría transmitir esa misma confianza online. ¿Os puedo pasar un pantallazo con la idea sin compromiso?",SiteMinder,,,,,,,,,,No,,,,,
Hotel Rull,Desconocida,977 48 77 28,https://hotelrull.com/,"18,5","4,3",929,"¡Hola! Felicidades por esa nota de 4.3 en Google, ¡se nota el buen trabajo! He visto vuestra web y creo que tenéis una oportunidad muy clara para convertir más visitas en reservas directas, sin que se escapen. Tengo una idea muy visual sobre esto. ¿Os puedo pasar un pantallazo rápido sin compromiso para que veáis a qué me refiero?",Mirai,,,,,,,,,,No,,,,,
Sant Roc,Desconocida,973 19 00 11,https://www.hotelsantroc.com,"14,5","4,3",16,"¡Hola! He visto la nota tan buena que tenéis en Google. Me ha sorprendido que no se pueda reservar directamente en vuestra web, forzando a usar portales que se llevan una buena comisión. Hay una forma muy sencilla de captar esas reservas directamente y aumentar vuestro margen. ¿Os puedo enviar un pantallazo rápido para que veáis cómo sería, sin compromiso?",,,,,,,,,,,No,,,,,
Allotjament rural Mas Alsera,Torroja del Priorat,620 12 28 42,https://www.masalsera.com,"4,5",5,19,"¡Hola! He visto vuestra masía Mas Alsera, ¡qué notaza tenéis en Google! Me he fijado que en la web no se puede reservar directamente, y me pregunto si estáis perdiendo reservas por ello. Hemos ayudado a alojamientos rurales como el vuestro a solucionarlo. ¿Os puedo pasar un pantallazo rápido de cómo quedaría, sin compromiso?",,,,,,,,,,,No,,,,,
